epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,199.854,0.66904,1.15516,0.56661,0.95169,0.67121,0.72872,0.70483,0.5479,0.6683,0.72819,0.68227,0.45263,0.79106,1.72588,0.71783,1.0469,0.000280723,0.000280723,0.000280723
86,202.041,0.62284,1.05868,0.54838,0.92908,0.72521,0.69705,0.73188,0.5677,0.65611,0.74532,0.6864,0.45629,0.7598,1.72642,0.72768,1.0171,0.00026422,0.00026422,0.00026422
87,204.383,0.64481,1.1135,0.55736,0.93909,0.76494,0.67458,0.74563,0.56499,0.71336,0.62523,0.67125,0.44878,0.76046,1.7525,0.74208,1.01857,0.000247716,0.000247716,0.000247716
88,206.638,0.62956,1.08759,0.53067,0.92969,0.75891,0.71607,0.75525,0.56938,0.71073,0.67202,0.67957,0.45198,0.77333,1.71654,0.71011,1.0363,0.000231213,0.000231213,0.000231213
89,208.817,0.61417,1.05889,0.53413,0.91639,0.74405,0.71525,0.74589,0.56498,0.69196,0.64454,0.66455,0.45336,0.75078,1.72307,0.73068,1.01396,0.00021471,0.00021471,0.00021471
90,210.993,0.63785,1.06521,0.5686,0.92636,0.70507,0.72954,0.74704,0.56851,0.69882,0.67013,0.67287,0.4548,0.76497,1.75474,0.75463,1.02932,0.000198206,0.000198206,0.000198206
91,214.263,0.61075,1.05821,0.56066,0.93921,0.72094,0.71159,0.73618,0.56754,0.65766,0.72954,0.67181,0.44601,0.75796,1.79044,0.7779,1.02008,0.000181703,0.000181703,0.000181703
92,216.451,0.61947,1.01907,0.55077,0.95609,0.66505,0.72357,0.7287,0.56007,0.66308,0.69789,0.65991,0.44341,0.75748,1.77922,0.75359,1.0098,0.0001652,0.0001652,0.0001652
93,218.603,0.58635,0.98383,0.49863,0.91072,0.72118,0.67547,0.71774,0.55622,0.66304,0.66172,0.64868,0.43823,0.73618,1.81536,0.74144,0.99917,0.000148696,0.000148696,0.000148696
94,220.692,0.57997,1.04568,0.52292,0.89456,0.7244,0.69293,0.71811,0.55701,0.67306,0.66905,0.64529,0.43858,0.73895,1.80976,0.71821,1.00301,0.000132193,0.000132193,0.000132193
95,222.866,0.58533,1.08281,0.50833,0.92299,0.71943,0.73339,0.73898,0.5643,0.66973,0.70474,0.6621,0.44647,0.7342,1.84287,0.70429,1.00449,0.00011569,0.00011569,0.00011569
96,225.133,0.59884,1.03132,0.52117,0.92566,0.7213,0.75129,0.74582,0.57316,0.68025,0.71928,0.6719,0.45194,0.75223,1.86868,0.73355,1.03004,9.91865e-05,9.91865e-05,9.91865e-05
97,227.357,0.5931,0.96653,0.50595,0.92723,0.72928,0.74885,0.74773,0.57515,0.68896,0.71672,0.67323,0.45329,0.73448,1.83856,0.72239,1.01828,8.26832e-05,8.26832e-05,8.26832e-05
98,229.497,0.59849,1.02995,0.49808,0.91099,0.69367,0.76322,0.7429,0.57199,0.64767,0.70776,0.65939,0.4501,0.73395,1.80447,0.71603,1.01486,6.61799e-05,6.61799e-05,6.61799e-05
99,231.674,0.60821,1.06415,0.49431,0.90835,0.73785,0.70595,0.74166,0.56946,0.64129,0.71141,0.65982,0.44996,0.73258,1.81665,0.71326,1.00969,4.96766e-05,4.96766e-05,4.96766e-05
100,234.038,0.57565,0.99456,0.4839,0.91411,0.72055,0.71243,0.74126,0.5659,0.6409,0.69273,0.65762,0.45043,0.72591,1.81227,0.7058,1.00667,3.31733e-05,3.31733e-05,3.31733e-05
